product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price
Prod288,Cus020,Mark011,2020-01-17,1,83,INR,0.02,1.66,81.34
Prod281,Cus020,Mark011,2020-01-22,1,83,INR,-0.13,-10.79,93.79
Prod288,Cus020,Mark011,2020-01-22,1,83,INR,-0.17,-14.11,97.11
Prod054,Cus020,Mark011,2020-01-23,1,83,INR,0.08,6.64,76.36
Prod121,Cus020,Mark011,2020-01-28,1,83,INR,0.07,5.81,77.19
Prod121,Cus020,Mark011,2020-01-31,1,83,INR,0.4,33.2,49.8
Prod288,Cus020,Mark011,2020-02-02,1,83,INR,-0.12,-9.96,92.96
Prod281,Cus020,Mark011,2020-02-04,1,83,INR,0.38,31.54,51.46
Prod281,Cus020,Mark011,2020-02-05,1,83,INR,0.06,4.98,78.02
Prod288,Cus020,Mark011,2020-02-05,1,83,INR,-0.06,-4.98,87.98
Prod121,Cus020,Mark011,2020-02-07,1,83,INR,-0.29,-24.07,107.07
Prod281,Cus020,Mark011,2020-02-13,1,83,INR,-0.25,-20.75,103.75
Prod288,Cus020,Mark011,2020-02-13,1,83,INR,0.09,7.47,75.53
Prod121,Cus020,Mark011,2020-02-14,1,83,INR,-0.19,-15.77,98.77
Prod288,Cus020,Mark011,2020-02-21,1,83,INR,0.06,4.98,78.02
Prod281,Cus020,Mark011,2020-02-25,1,83,INR,0.24,19.92,63.08
Prod288,Cus020,Mark011,2020-03-02,1,83,INR,-0.35,-29.05,112.05
Prod288,Cus020,Mark011,2020-03-09,1,83,INR,0.2,16.6,66.4
Prod121,Cus020,Mark011,2020-03-10,1,83,INR,0.01,0.83,82.17
Prod288,Cus020,Mark011,2020-03-11,1,83,INR,-0.33,-27.39,110.39
Prod288,Cus020,Mark011,2020-03-16,1,83,INR,-0.14,-11.62,94.62
Prod288,Cus020,Mark011,2020-03-17,1,83,INR,0.06,4.98,78.02
Prod281,Cus020,Mark011,2020-03-20,1,83,INR,0.01,0.83,82.17
Prod121,Cus020,Mark011,2020-03-23,1,83,INR,0.11,9.13,73.87
Prod288,Cus020,Mark011,2020-03-23,1,83,INR,0.09,7.47,75.53
Prod281,Cus020,Mark011,2020-03-27,1,83,INR,0.1,8.3,74.7
Prod281,Cus020,Mark011,2020-03-31,1,83,INR,0.36,29.88,53.12
Prod288,Cus020,Mark011,2020-03-31,1,83,INR,0.1,8.3,74.7
Prod281,Cus020,Mark011,2020-04-01,1,83,INR,-0.07,-5.81,88.81
Prod288,Cus020,Mark011,2020-04-01,1,83,INR,-0.25,-20.75,103.75
Prod121,Cus020,Mark011,2020-04-02,1,83,INR,0.35,29.05,53.95
Prod288,Cus020,Mark011,2020-04-03,1,83,INR,-0.27,-22.41,105.41
Prod281,Cus020,Mark011,2020-04-06,1,83,INR,0.07,5.81,77.19
Prod288,Cus020,Mark011,2020-04-09,1,83,INR,-0.15,-12.45,95.45
Prod054,Cus020,Mark011,2020-04-10,1,83,INR,-0.09,-7.47,90.47
Prod281,Cus020,Mark011,2020-04-14,1,83,INR,0.38,31.54,51.46
Prod288,Cus020,Mark011,2020-04-14,1,83,INR,-0.05,-4.15,87.15
Prod281,Cus020,Mark011,2020-04-15,1,83,INR,-0.24,-19.92,102.92
Prod288,Cus020,Mark011,2020-04-15,1,83,INR,-0.01,-0.83,83.83
Prod281,Cus020,Mark011,2020-04-17,1,83,INR,-0.01,-0.83,83.83
Prod288,Cus020,Mark011,2020-04-20,1,83,INR,-0.07,-5.81,88.81
Prod121,Cus020,Mark011,2020-04-29,1,83,INR,0.2,16.6,66.4
Prod281,Cus020,Mark011,2020-04-29,1,83,INR,0.12,9.96,73.04
Prod281,Cus020,Mark011,2020-04-30,1,83,INR,0.3,24.9,58.1
Prod288,Cus020,Mark011,2020-04-30,1,83,INR,0.27,22.41,60.59
Prod288,Cus020,Mark011,2020-05-04,1,83,INR,-0.13,-10.79,93.79
Prod288,Cus020,Mark011,2020-05-05,1,83,INR,-0.02,-1.66,84.66
Prod281,Cus020,Mark011,2020-05-06,1,83,INR,-0.02,-1.66,84.66
Prod288,Cus020,Mark011,2020-05-12,1,83,INR,0.07,5.81,77.19
Prod121,Cus020,Mark011,2020-05-18,1,83,INR,0.02,1.66,81.34
Prod281,Cus020,Mark011,2020-05-18,1,83,INR,-0.11,-9.13,92.13
Prod281,Cus020,Mark011,2020-05-21,1,83,INR,0.39,32.37,50.63
Prod288,Cus020,Mark011,2020-05-22,1,83,INR,0.34,28.22,54.78
Prod281,Cus020,Mark011,2020-05-26,1,83,INR,-0.21,-17.43,100.43
Prod281,Cus020,Mark011,2020-05-27,1,83,INR,-0.11,-9.13,92.13
Prod288,Cus020,Mark011,2020-05-27,1,83,INR,0.08,6.64,76.36
Prod281,Cus020,Mark011,2020-06-01,1,83,INR,0.09,7.47,75.53
Prod288,Cus020,Mark011,2020-06-01,1,83,INR,0.22,18.26,64.74
Prod281,Cus020,Mark011,2020-06-08,1,83,INR,0.22,18.26,64.74
Prod288,Cus020,Mark011,2020-06-08,1,83,INR,0.27,22.41,60.59
Prod053,Cus020,Mark011,2020-06-09,1,83,INR,-0.3,-24.9,107.9
Prod288,Cus020,Mark011,2020-06-11,1,83,INR,-0.19,-15.77,98.77
Prod281,Cus020,Mark011,2020-06-15,1,83,INR,0.29,24.07,58.93
Prod281,Cus020,Mark011,2017-10-10,1,97,INR,-0.25,-24.25,121.25
Prod295,Cus020,Mark011,2017-10-10,1,97,INR,0.29,28.13,68.87
Prod290,Cus020,Mark011,2017-10-11,1,97,INR,0.15,14.55,82.45
Prod281,Cus020,Mark011,2017-10-12,1,97,INR,0.06,5.82,91.18
Prod290,Cus020,Mark011,2017-10-17,1,97,INR,-0.25,-24.25,121.25
Prod290,Cus020,Mark011,2017-10-18,1,97,INR,0.35,33.95,63.05
Prod292,Cus020,Mark011,2017-10-18,1,97,INR,0.26,25.22,71.78
Prod295,Cus020,Mark011,2017-10-18,1,97,INR,0.19,18.43,78.57
Prod281,Cus020,Mark011,2017-10-19,1,97,INR,-0.16,-15.52,112.52
Prod292,Cus020,Mark011,2017-10-19,1,97,INR,0.28,27.16,69.84
Prod290,Cus020,Mark011,2017-10-20,1,97,INR,0.15,14.55,82.45
Prod290,Cus020,Mark011,2017-11-03,1,97,INR,-0.1,-9.7,106.7
Prod292,Cus020,Mark011,2017-11-03,1,97,INR,-0.23,-22.31,119.31
Prod290,Cus020,Mark011,2017-11-08,1,97,INR,0.23,22.31,74.69
Prod295,Cus020,Mark011,2017-11-09,1,97,INR,0.25,24.25,72.75
Prod280,Cus020,Mark011,2017-11-13,1,97,INR,-0.08,-7.76,104.76
Prod295,Cus020,Mark011,2017-11-13,1,97,INR,-0.15,-14.55,111.55
Prod280,Cus020,Mark011,2017-11-14,1,97,INR,-0.02,-1.94,98.94
Prod292,Cus020,Mark011,2017-11-16,1,97,INR,-0.12,-11.64,108.64
Prod290,Cus020,Mark011,2017-11-22,1,97,INR,0.34,32.98,64.02
Prod292,Cus020,Mark011,2017-11-22,1,97,INR,0.32,31.04,65.96
Prod292,Cus020,Mark011,2017-11-24,1,97,INR,-0.27,-26.19,123.19
Prod292,Cus020,Mark011,2017-11-29,1,97,INR,-0.3,-29.1,126.1
Prod280,Cus020,Mark011,2017-12-06,1,97,INR,-0.11,-10.67,107.67
Prod292,Cus020,Mark011,2017-12-15,1,97,INR,0.06,5.82,91.18
Prod292,Cus020,Mark011,2017-12-22,1,97,INR,0.33,32.01,64.99
Prod281,Cus020,Mark011,2017-12-27,1,97,INR,-0.04,-3.88,100.88
Prod292,Cus020,Mark011,2017-12-27,1,97,INR,-0.2,-19.4,116.4
Prod280,Cus020,Mark011,2018-01-05,1,97,INR,-0.27,-26.19,123.19
Prod295,Cus020,Mark011,2018-01-05,1,97,INR,0.28,27.16,69.84
Prod300,Cus020,Mark011,2018-01-05,1,97,INR,-0.19,-18.43,115.43
Prod280,Cus020,Mark011,2018-01-08,1,97,INR,0.34,32.98,64.02
Prod295,Cus020,Mark011,2018-01-08,1,97,INR,-0.16,-15.52,112.52
Prod300,Cus020,Mark011,2018-01-15,1,97,INR,0.19,18.43,78.57
Prod280,Cus020,Mark011,2018-01-16,1,97,INR,-0.35,-33.95,130.95
Prod290,Cus020,Mark011,2018-01-19,1,97,INR,0.1,9.7,87.3
Prod292,Cus020,Mark011,2018-01-19,1,97,INR,0.25,24.25,72.75
Prod280,Cus020,Mark011,2018-01-23,1,97,INR,0.08,7.76,89.24
Prod295,Cus020,Mark011,2018-01-29,1,97,INR,0.39,37.83,59.17
Prod280,Cus020,Mark011,2018-01-31,1,97,INR,0.03,2.91,94.09
Prod295,Cus020,Mark011,2018-01-31,1,97,INR,0.07,6.79,90.21
Prod295,Cus020,Mark011,2018-02-02,1,97,INR,0.4,38.8,58.2
Prod292,Cus020,Mark011,2018-02-09,1,97,INR,0.05,4.85,92.15
Prod280,Cus020,Mark011,2018-02-26,1,97,INR,-0.02,-1.94,98.94
Prod292,Cus020,Mark011,2018-02-26,1,97,INR,-0.28,-27.16,124.16
Prod280,Cus020,Mark011,2018-03-06,1,97,INR,-0.28,-27.16,124.16
Prod295,Cus020,Mark011,2018-03-06,1,97,INR,0.04,3.88,93.12
Prod290,Cus020,Mark011,2018-03-09,1,97,INR,-0.31,-30.07,127.07
Prod280,Cus020,Mark011,2018-03-15,1,97,INR,0.39,37.83,59.17
Prod290,Cus020,Mark011,2018-03-19,1,97,INR,-0.11,-10.67,107.67
Prod290,Cus020,Mark011,2018-03-20,1,97,INR,0.13,12.61,84.39
Prod281,Cus020,Mark011,2018-03-28,1,97,INR,-0.16,-15.52,112.52
Prod280,Cus020,Mark011,2018-03-30,1,97,INR,-0.09,-8.73,105.73
Prod281,Cus020,Mark011,2018-03-30,1,97,INR,-0.16,-15.52,112.52
Prod280,Cus020,Mark011,2018-04-03,1,97,INR,-0.07,-6.79,103.79
Prod281,Cus020,Mark011,2018-04-03,1,97,INR,-0.13,-12.61,109.61
Prod281,Cus020,Mark011,2018-04-10,1,97,INR,0,0,97
Prod290,Cus020,Mark011,2018-04-11,1,97,INR,0.24,23.28,73.72
Prod280,Cus020,Mark011,2018-04-17,1,97,INR,0.1,9.7,87.3
Prod281,Cus020,Mark011,2018-04-17,1,97,INR,0.14,13.58,83.42
Prod290,Cus020,Mark011,2018-04-19,1,97,INR,0.3,29.1,67.9
Prod292,Cus020,Mark011,2018-04-26,1,97,INR,0.05,4.85,92.15
Prod292,Cus020,Mark011,2018-04-27,1,97,INR,-0.19,-18.43,115.43
Prod280,Cus020,Mark011,2018-05-03,1,97,INR,0.11,10.67,86.33
Prod292,Cus020,Mark011,2018-05-04,1,97,INR,0.14,13.58,83.42
Prod295,Cus020,Mark011,2018-05-04,1,97,INR,0.14,13.58,83.42
Prod281,Cus020,Mark011,2018-05-08,1,97,INR,-0.05,-4.85,101.85
Prod280,Cus020,Mark011,2018-05-18,1,97,INR,0.37,35.89,61.11
Prod281,Cus020,Mark011,2018-05-24,1,97,INR,0.17,16.49,80.51
Prod292,Cus020,Mark011,2018-05-24,1,97,INR,-0.03,-2.91,99.91
Prod295,Cus020,Mark011,2018-05-24,1,97,INR,-0.1,-9.7,106.7
Prod281,Cus020,Mark011,2018-05-28,1,97,INR,-0.35,-33.95,130.95
Prod281,Cus020,Mark011,2018-05-29,1,97,INR,0.28,27.16,69.84
Prod280,Cus020,Mark011,2018-06-01,1,97,INR,0.16,15.52,81.48
Prod281,Cus020,Mark011,2018-06-08,1,97,INR,0.03,2.91,94.09
Prod281,Cus020,Mark011,2018-06-12,1,97,INR,-0.19,-18.43,115.43
Prod292,Cus020,Mark011,2018-06-14,1,97,INR,0.13,12.61,84.39
Prod292,Cus020,Mark011,2018-06-15,1,97,INR,0,0,97
Prod292,Cus020,Mark011,2018-06-20,1,97,INR,0.39,37.83,59.17
Prod295,Cus020,Mark011,2018-06-22,1,97,INR,-0.25,-24.25,121.25
Prod281,Cus020,Mark011,2018-06-26,1,97,INR,-0.24,-23.28,120.28
Prod281,Cus020,Mark011,2018-06-28,1,97,INR,-0.19,-18.43,115.43
Prod292,Cus020,Mark011,2018-06-29,1,97,INR,-0.03,-2.91,99.91
Prod295,Cus020,Mark011,2018-07-02,1,97,INR,0.2,19.4,77.6
Prod292,Cus020,Mark011,2018-07-03,1,97,INR,0.22,21.34,75.66
Prod290,Cus020,Mark011,2018-07-04,1,97,INR,0.09,8.73,88.27
Prod281,Cus020,Mark011,2018-07-05,1,97,INR,0.17,16.49,80.51
Prod281,Cus020,Mark011,2018-07-06,1,97,INR,-0.19,-18.43,115.43
Prod290,Cus020,Mark011,2018-07-09,1,97,INR,-0.05,-4.85,101.85
Prod292,Cus020,Mark011,2018-07-11,1,97,INR,-0.21,-20.37,117.37
Prod290,Cus020,Mark011,2018-07-12,1,97,INR,-0.31,-30.07,127.07
Prod290,Cus020,Mark011,2018-07-16,1,97,INR,-0.02,-1.94,98.94
Prod292,Cus020,Mark011,2018-07-24,1,97,INR,0.02,1.94,95.06
Prod281,Cus020,Mark011,2018-07-25,1,97,INR,-0.25,-24.25,121.25
Prod290,Cus020,Mark011,2018-07-31,1,97,INR,-0.3,-29.1,126.1
Prod280,Cus020,Mark011,2018-08-02,1,97,INR,0.25,24.25,72.75
Prod280,Cus020,Mark011,2018-08-03,1,97,INR,0.2,19.4,77.6
Prod281,Cus020,Mark011,2018-08-06,1,97,INR,-0.24,-23.28,120.28
Prod290,Cus020,Mark011,2018-08-06,1,97,INR,0.25,24.25,72.75
Prod292,Cus020,Mark011,2018-08-09,1,97,INR,-0.05,-4.85,101.85
Prod281,Cus020,Mark011,2018-08-14,1,97,INR,0.27,26.19,70.81
Prod290,Cus020,Mark011,2018-08-23,1,97,INR,0.02,1.94,95.06
Prod292,Cus020,Mark011,2018-08-23,1,97,INR,-0.14,-13.58,110.58
Prod280,Cus020,Mark011,2018-08-24,1,97,INR,-0.32,-31.04,128.04
Prod280,Cus020,Mark011,2018-09-03,1,97,INR,0.11,10.67,86.33
Prod280,Cus020,Mark011,2018-09-07,1,97,INR,-0.24,-23.28,120.28
Prod280,Cus020,Mark011,2018-09-14,1,97,INR,0.1,9.7,87.3
Prod295,Cus020,Mark011,2018-09-20,1,97,INR,-0.07,-6.79,103.79
Prod295,Cus020,Mark011,2018-09-25,1,97,INR,0.02,1.94,95.06
Prod280,Cus020,Mark011,2018-10-15,1,97,INR,-0.24,-23.28,120.28
Prod295,Cus020,Mark011,2018-10-18,1,97,INR,0.17,16.49,80.51
Prod280,Cus020,Mark011,2018-10-26,1,97,INR,0.05,4.85,92.15
Prod302,Cus020,Mark011,2018-12-21,1,97,INR,0.34,32.98,64.02
Prod295,Cus020,Mark011,2019-04-17,1,97,INR,-0.02,-1.94,98.94
Prod280,Cus020,Mark011,2019-04-24,1,97,INR,0.17,16.49,80.51
Prod295,Cus020,Mark011,2019-04-24,1,97,INR,0.07,6.79,90.21
Prod280,Cus020,Mark011,2019-04-29,1,97,INR,0.38,36.86,60.14
Prod295,Cus020,Mark011,2019-04-29,1,97,INR,0.13,12.61,84.39
Prod280,Cus020,Mark011,2019-05-02,1,97,INR,0.26,25.22,71.78
Prod295,Cus020,Mark011,2019-05-07,1,97,INR,-0.32,-31.04,128.04
Prod295,Cus020,Mark011,2019-05-15,1,97,INR,0.1,9.7,87.3
Prod295,Cus020,Mark011,2019-05-17,1,97,INR,0.19,18.43,78.57
Prod281,Cus020,Mark011,2019-05-20,1,97,INR,-0.1,-9.7,106.7
Prod280,Cus020,Mark011,2019-05-21,1,97,INR,-0.1,-9.7,106.7
Prod280,Cus020,Mark011,2019-05-22,1,97,INR,-0.06,-5.82,102.82
Prod295,Cus020,Mark011,2019-05-22,1,97,INR,-0.13,-12.61,109.61
Prod056,Cus020,Mark011,2019-05-29,1,97,INR,-0.33,-32.01,129.01
Prod280,Cus020,Mark011,2019-06-06,1,97,INR,-0.31,-30.07,127.07
Prod280,Cus020,Mark011,2019-06-11,1,97,INR,0.22,21.34,75.66
Prod295,Cus020,Mark011,2019-06-17,1,97,INR,0.04,3.88,93.12
Prod280,Cus020,Mark011,2019-06-25,1,97,INR,-0.24,-23.28,120.28
Prod295,Cus020,Mark011,2019-06-25,1,97,INR,-0.19,-18.43,115.43
Prod295,Cus020,Mark011,2019-06-26,1,97,INR,-0.26,-25.22,122.22
Prod056,Cus020,Mark011,2019-07-12,1,97,INR,0.13,12.61,84.39
Prod280,Cus020,Mark011,2019-07-16,1,97,INR,-0.16,-15.52,112.52
Prod056,Cus020,Mark011,2019-07-22,1,97,INR,-0.35,-33.95,130.95
Prod280,Cus020,Mark011,2019-07-23,1,97,INR,0.13,12.61,84.39
Prod295,Cus020,Mark011,2019-08-02,1,97,INR,0.36,34.92,62.08
Prod295,Cus020,Mark011,2019-08-05,1,97,INR,0.16,15.52,81.48
Prod280,Cus020,Mark011,2019-08-09,1,97,INR,0.21,20.37,76.63
Prod295,Cus020,Mark011,2019-08-09,1,97,INR,-0.16,-15.52,112.52
Prod269,Cus020,Mark011,2019-08-12,1,97,INR,0.2,19.4,77.6
Prod270,Cus020,Mark011,2019-08-12,1,97,INR,0.21,20.37,76.63
Prod281,Cus020,Mark011,2019-08-12,1,97,INR,0,0,97
Prod280,Cus020,Mark011,2019-08-26,1,97,INR,0.31,30.07,66.93
Prod295,Cus020,Mark011,2019-09-10,1,97,INR,-0.34,-32.98,129.98
Prod292,Cus020,Mark011,2019-09-17,1,97,INR,0.23,22.31,74.69
Prod290,Cus020,Mark011,2019-09-19,1,97,INR,0.19,18.43,78.57
Prod290,Cus020,Mark011,2019-09-20,1,97,INR,0,0,97
Prod292,Cus020,Mark011,2019-09-24,1,97,INR,0.03,2.91,94.09
Prod295,Cus020,Mark011,2019-09-24,1,97,INR,0.36,34.92,62.08
Prod295,Cus020,Mark011,2019-09-26,1,97,INR,0.26,25.22,71.78
Prod295,Cus020,Mark011,2019-10-08,1,97,INR,0.15,14.55,82.45
Prod290,Cus020,Mark011,2019-10-09,1,97,INR,0.22,21.34,75.66
Prod290,Cus020,Mark011,2019-10-18,1,97,INR,-0.24,-23.28,120.28
Prod292,Cus020,Mark011,2019-10-18,1,97,INR,0.09,8.73,88.27
Prod292,Cus020,Mark011,2019-11-05,1,97,INR,0.3,29.1,67.9
Prod292,Cus020,Mark011,2019-11-07,1,97,INR,0.16,15.52,81.48
Prod290,Cus020,Mark011,2019-11-20,1,97,INR,0.28,27.16,69.84
Prod292,Cus020,Mark011,2019-11-20,1,97,INR,-0.05,-4.85,101.85
Prod290,Cus020,Mark011,2019-12-02,1,97,INR,0.28,27.16,69.84
Prod292,Cus020,Mark011,2019-12-10,1,97,INR,0.05,4.85,92.15
Prod295,Cus020,Mark011,2019-12-16,1,97,INR,-0.06,-5.82,102.82
Prod295,Cus020,Mark011,2019-12-30,1,97,INR,0.06,5.82,91.18
Prod295,Cus020,Mark011,2020-01-03,1,97,INR,0.11,10.67,86.33
Prod283,Cus020,Mark011,2020-01-13,1,97,INR,-0.14,-13.58,110.58
Prod302,Cus020,Mark011,2017-10-12,1,79,INR,-0.26,-20.54,99.54
Prod302,Cus020,Mark011,2017-10-19,1,79,INR,0.03,2.37,76.63
Prod302,Cus020,Mark011,2017-11-03,1,79,INR,0.2,15.8,63.2
Prod302,Cus020,Mark011,2017-11-09,1,79,INR,0.4,31.6,47.4
Prod264,Cus020,Mark011,2018-03-09,1,79,INR,-0.01,-0.79,79.79
Prod264,Cus020,Mark011,2018-03-23,1,79,INR,0.03,2.37,76.63
Prod302,Cus020,Mark011,2018-03-23,1,79,INR,0.29,22.91,56.09
Prod264,Cus020,Mark011,2018-03-27,1,79,INR,0.25,19.75,59.25
Prod302,Cus020,Mark011,2018-04-10,1,79,INR,-0.29,-22.91,101.91
Prod302,Cus020,Mark011,2018-05-31,1,79,INR,-0.15,-11.85,90.85
Prod264,Cus020,Mark011,2018-06-12,1,79,INR,0.36,28.44,50.56
Prod264,Cus020,Mark011,2018-06-15,1,79,INR,-0.04,-3.16,82.16
Prod264,Cus020,Mark011,2018-06-18,1,79,INR,0.31,24.49,54.51
Prod264,Cus020,Mark011,2018-06-28,1,79,INR,0.15,11.85,67.15
Prod264,Cus020,Mark011,2018-06-29,1,79,INR,-0.27,-21.33,100.33
Prod302,Cus020,Mark011,2018-07-02,1,79,INR,-0.3,-23.7,102.7
Prod264,Cus020,Mark011,2018-07-20,1,79,INR,-0.09,-7.11,86.11
Prod264,Cus020,Mark011,2018-07-27,1,79,INR,-0.03,-2.37,81.37
Prod264,Cus020,Mark011,2018-08-06,1,79,INR,-0.03,-2.37,81.37
Prod264,Cus020,Mark011,2018-08-27,1,79,INR,-0.33,-26.07,105.07
Prod264,Cus020,Mark011,2018-09-18,1,79,INR,0.04,3.16,75.84
Prod264,Cus020,Mark011,2018-09-21,1,79,INR,0.25,19.75,59.25
Prod264,Cus020,Mark011,2018-09-24,1,79,INR,0.17,13.43,65.57
Prod264,Cus020,Mark011,2018-09-26,1,79,INR,-0.1,-7.9,86.9
Prod264,Cus020,Mark011,2018-10-08,1,79,INR,0.3,23.7,55.3
Prod264,Cus020,Mark011,2018-10-11,1,79,INR,-0.35,-27.65,106.65
Prod264,Cus020,Mark011,2019-04-11,1,79,INR,0.23,18.17,60.83
Prod264,Cus020,Mark011,2019-04-30,1,79,INR,0.24,18.96,60.04
Prod264,Cus020,Mark011,2019-05-02,1,79,INR,0,0,79
Prod264,Cus020,Mark011,2019-05-08,1,79,INR,-0.19,-15.01,94.01
Prod264,Cus020,Mark011,2019-05-09,1,79,INR,0.01,0.79,78.21
Prod264,Cus020,Mark011,2019-05-21,1,79,INR,-0.22,-17.38,96.38
Prod264,Cus020,Mark011,2019-05-29,1,79,INR,-0.13,-10.27,89.27
Prod264,Cus020,Mark011,2019-06-04,1,79,INR,-0.22,-17.38,96.38
Prod264,Cus020,Mark011,2019-06-05,1,79,INR,-0.12,-9.48,88.48
Prod264,Cus020,Mark011,2019-06-11,1,79,INR,0.02,1.58,77.42
Prod264,Cus020,Mark011,2019-06-13,1,79,INR,0.13,10.27,68.73
Prod264,Cus020,Mark011,2019-06-17,1,79,INR,-0.09,-7.11,86.11
Prod264,Cus020,Mark011,2019-06-19,1,79,INR,0.29,22.91,56.09
Prod264,Cus020,Mark011,2019-06-21,1,79,INR,0.25,19.75,59.25
Prod264,Cus020,Mark011,2019-06-24,1,79,INR,-0.34,-26.86,105.86
Prod264,Cus020,Mark011,2019-07-01,1,79,INR,-0.05,-3.95,82.95
Prod264,Cus020,Mark011,2019-07-04,1,79,INR,0.14,11.06,67.94
Prod264,Cus020,Mark011,2019-07-05,1,79,INR,-0.02,-1.58,80.58
Prod264,Cus020,Mark011,2019-07-09,1,79,INR,-0.03,-2.37,81.37
Prod264,Cus020,Mark011,2019-07-17,1,79,INR,0.36,28.44,50.56
Prod264,Cus020,Mark011,2019-07-18,1,79,INR,-0.14,-11.06,90.06
Prod264,Cus020,Mark011,2019-07-25,1,79,INR,-0.17,-13.43,92.43
Prod264,Cus020,Mark011,2019-08-02,1,79,INR,-0.24,-18.96,97.96
Prod264,Cus020,Mark011,2019-08-05,1,79,INR,0.07,5.53,73.47
Prod121,Cus020,Mark011,2019-08-19,1,79,INR,-0.25,-19.75,98.75
Prod120,Cus020,Mark011,2019-08-20,1,79,INR,0.11,8.69,70.31
Prod120,Cus020,Mark011,2019-08-23,1,79,INR,0.21,16.59,62.41
Prod121,Cus020,Mark011,2019-08-23,1,79,INR,-0.35,-27.65,106.65
Prod264,Cus020,Mark011,2019-08-23,1,79,INR,0.25,19.75,59.25
Prod264,Cus020,Mark011,2019-08-26,1,79,INR,0.2,15.8,63.2
Prod121,Cus020,Mark011,2019-08-27,1,79,INR,0.38,30.02,48.98
Prod120,Cus020,Mark011,2019-08-28,1,79,INR,-0.14,-11.06,90.06
Prod120,Cus020,Mark011,2019-08-29,1,79,INR,-0.34,-26.86,105.86
Prod264,Cus020,Mark011,2019-09-04,1,79,INR,0.11,8.69,70.31
Prod121,Cus020,Mark011,2019-09-09,1,79,INR,-0.05,-3.95,82.95
Prod121,Cus020,Mark011,2019-09-13,1,79,INR,-0.27,-21.33,100.33
Prod264,Cus020,Mark011,2019-09-18,1,79,INR,-0.27,-21.33,100.33
Prod264,Cus020,Mark011,2019-09-30,1,79,INR,0.35,27.65,51.35
Prod264,Cus020,Mark011,2019-10-01,1,79,INR,0.2,15.8,63.2
Prod264,Cus020,Mark011,2019-10-03,1,79,INR,0.32,25.28,53.72
Prod264,Cus020,Mark011,2019-10-08,1,79,INR,-0.18,-14.22,93.22
Prod121,Cus020,Mark011,2019-10-11,1,79,INR,0.01,0.79,78.21
Prod264,Cus020,Mark011,2019-10-15,1,79,INR,0.13,10.27,68.73
Prod121,Cus020,Mark011,2019-10-18,1,79,INR,0.05,3.95,75.05
Prod264,Cus020,Mark011,2019-10-18,1,79,INR,-0.04,-3.16,82.16
Prod264,Cus020,Mark011,2019-10-24,1,79,INR,-0.11,-8.69,87.69
Prod121,Cus020,Mark011,2019-10-30,1,79,INR,-0.04,-3.16,82.16
Prod264,Cus020,Mark011,2019-11-05,1,79,INR,0.25,19.75,59.25
Prod264,Cus020,Mark011,2019-11-13,1,79,INR,0.31,24.49,54.51
Prod264,Cus020,Mark011,2019-11-14,1,79,INR,-0.16,-12.64,91.64
Prod264,Cus020,Mark011,2019-11-18,1,79,INR,-0.28,-22.12,101.12
Prod264,Cus020,Mark011,2019-11-27,1,79,INR,-0.14,-11.06,90.06
Prod264,Cus020,Mark011,2019-11-29,1,79,INR,0.27,21.33,57.67
Prod264,Cus020,Mark011,2019-12-16,1,79,INR,0.12,9.48,69.52
Prod121,Cus020,Mark011,2019-12-17,1,79,INR,0.1,7.9,71.1
Prod264,Cus020,Mark011,2019-12-17,1,79,INR,0.12,9.48,69.52
Prod264,Cus020,Mark011,2019-12-20,1,79,INR,0.02,1.58,77.42
Prod280,Cus020,Mark011,2020-01-13,1,79,INR,-0.16,-12.64,91.64
Prod280,Cus020,Mark011,2020-01-31,1,79,INR,0.34,26.86,52.14
Prod280,Cus020,Mark011,2020-02-27,1,79,INR,-0.27,-21.33,100.33
Prod280,Cus020,Mark011,2020-03-20,1,79,INR,-0.34,-26.86,105.86
Prod280,Cus020,Mark011,2020-03-27,1,79,INR,0.12,9.48,69.52
Prod302,Cus020,Mark011,2020-04-02,1,79,INR,-0.23,-18.17,97.17
Prod280,Cus020,Mark011,2020-04-08,1,79,INR,-0.32,-25.28,104.28
Prod280,Cus020,Mark011,2020-04-29,1,79,INR,0.38,30.02,48.98
Prod280,Cus020,Mark011,2020-05-13,1,79,INR,0.07,5.53,73.47
Prod280,Cus020,Mark011,2020-05-28,1,79,INR,0.37,29.23,49.77
Prod280,Cus020,Mark011,2020-06-15,1,79,INR,-0.25,-19.75,98.75
Prod288,Cus020,Mark011,2017-10-10,1,79,INR,-0.29,-22.91,101.91
Prod288,Cus020,Mark011,2017-10-17,1,79,INR,0.34,26.86,52.14
Prod288,Cus020,Mark011,2017-10-27,1,79,INR,0.34,26.86,52.14
Prod288,Cus020,Mark011,2017-11-03,1,79,INR,-0.35,-27.65,106.65
Prod288,Cus020,Mark011,2018-03-22,1,79,INR,-0.16,-12.64,91.64
Prod288,Cus020,Mark011,2018-03-29,1,79,INR,0.34,26.86,52.14
Prod288,Cus020,Mark011,2018-03-30,1,79,INR,0,0,79
Prod288,Cus020,Mark011,2018-04-19,1,79,INR,0.4,31.6,47.4
Prod288,Cus020,Mark011,2018-04-20,1,79,INR,-0.13,-10.27,89.27
Prod288,Cus020,Mark011,2018-04-26,1,79,INR,-0.2,-15.8,94.8
